folio	line	pos	token
f1	6	13	oriinshedoshorkoalorqokda
f1	6	14	oplechechorshetyiiraltalaarin
f1	6	15	okrolosholartesashekaan
f1	6	16	kytodyroainchortasoto
f1	6	17	dkeqokrasotyshetosholtodyim
f1	6	18	pqoktosakoainlokeainedy
f1	6	19	qokdaaiinqokaiinqokdodekare
f1	6	20	lkaiindatocholkokyariin
f1	7	1	rakoaintetesotakychorlaem
f1	7	2	sadadoshorchordodadean
f1	7	3	tyleqoktolakycholsholresoen
f1	7	4	dleqokorsholdysosora
f1	7	5	yksosolesholortasoredokyol
f1	7	6	ytaraartytyleiirdateaiined
f1	7	7	ychordotosholsadadeolainsool
f1	7	8	dyteshesosoloorchoram
f1	7	9	tarorosholordoshollelotaid
f1	7	10	orlakacholartaaldeeedy
f1	7	11	totadachortyaiinkyorem
f1	7	12	dyolkoqokshechorqoktyiiriin
f1	7	13	dsadadekedyredelosholcholiin
f1	7	14	chaldodotoreorsokashoriir
f1	7	15	tyalshorcholdararodyolom
f1	7	16	oltekalotedetesheamka
f1	7	17	tetocholcholdatekedasaol
f1	7	18	lkresoqokrecholaiinsodasholiir
f1	7	19	arorshorresokosoalaiinam
f1	7	20	qorkoketaloalkaemdool
f1	8	1	tkakasatedekeshesokoiin
f1	8	2	dtyiincholkeoltaraaldyqokan
f1	8	3	ddoroalroiirrokakecholorsh
f1	8	4	todoainlosakosatotykeaiin
f1	8	5	tdedaiirtedoketokyom
f1	8	6	datoaldaqokdachortoletykead
f1	8	7	kshordydycholtaiiniincholeedy
f1	8	8	orcheolrokekeaiinaiin
f1	8	9	okiinsaqokainroainqok
f1	8	10	sodaqokchedeshorkodalo
f1	8	11	sokalokyaiinarkoolloan
f1	8	12	paiinainrelakadochorreshoral
f1	8	13	tetyradylekykodeomche
f1	8	14	lcholarlodeolrekadeim
f1	8	15	soiiniinorkeallosorote
f1	8	16	dychortaletasosholarsh
f1	8	17	saaloldotaleariirtechor
f1	8	18	cholloorkarolochollodeshead
f1	8	19	chqoklatosholsacholshol
f1	8	20	sainorrosoralerarachorsaed
f1	9	1	ytaoriincheshedelosalasain
f1	9	2	rkyaiinarqokroshedyiirem
f1	9	3	okqokreleiinsaiircholoraiin
f1	9	4	fdydealtaiinrodekycholom
f1	9	5	latecholtoratadoroaiin
f1	9	6	toiindeallocholrorotain
f1	9	7	plesochorsaaiincholkyem
f1	9	8	qoiirkeiirkodecheiiraiin
f1	9	9	toiirredydodaralosaaiin
f1	9	10	soshorkedoiirsodoroqokiinalsh
f1	9	11	daalaiinkoiinradytekotyte
f1	9	12	looltoolorsateainsacholad
f1	9	13	cherooriinsholalcheiir
f1	9	14	toshechesarocheshetakysadaad
f1	9	15	kyshorshortaaldyaiintatyain
f1	9	16	sorelodyiindechoredqok
f1	9	17	dakecholcheolchortelakoshorta
f1	9	18	toqoksholkysaqokaindosheiiron
f1	9	19	sholdeoldyrasakoraorchoredy
f1	9	20	kysholkoredoshekyletesh
f1	10	1	ainrachordadysholchorkyalraim
f1	10	2	dasoshorchorchedelesokyshoror
f1	10	3	doshechortochordoracheam
f1	10	4	taolraolorkydekyedyol
f1	10	5	dokesholsotydyteaiinloshordy
f1	10	6	rakolekolaordedoaiinor
f1	10	7	datedydorakyresoaraiin
f1	10	8	yloiirledasholroteaiin
f1	10	9	ykrashollekeresakarosaqokedy
f1	10	10	shordytoolqokrekolashor
f1	10	11	lkkataiinlesorelokady
f1	10	12	schoraraltodekoloiirtakeol
f1	10	13	tysholdeqokarshekoshoroldysh
f1	10	14	kyiinreainainlaresheaiinlelaan
f1	10	15	kshorsaainsodoaiinloum
f1	10	16	rareartotoloaindechoreedy
f1	10	17	tainsoalkararooriinain
f1	10	18	ytedaoraindolecholto
f1	10	19	shkateroteroleteolchorshein
f1	10	20	ksadaollotekaararshso
f1	11	1	qsaiirlashordydeqokletytoedy
f1	11	2	otiirtolaoloriiriircholsh
f1	11	3	dydadakykashororrocholkyal
f1	11	4	dyaldodyretealkyamle
f1	11	5	orkakysolotedochechorlotood
f1	11	6	chiirtekydodakoortekocholim
f1	11	7	shearollelochelaaiinordeid
f1	11	8	lchorsoolcholredeiinlachordy
f1	11	9	qoiintalechechekoarlate
f1	11	10	dashorshordosodeorraon
f1	11	11	sholtacheolletoiiral
f1	11	12	tychorshororarratoladoin
f1	11	13	ordashedeiirtakaaiinrey
f1	11	14	teraardytesholtachedo
f1	11	15	dosaainkesholshesholchetyiiry
f1	11	16	kadakarolarechorsasaalaiin
f1	11	17	chsadoresholdeladycholiin
f1	11	18	okainarcheorcheoltetotaad
f1	11	19	soorkyarshekolakyain
f1	11	20	telokasocholteolainshor
f1	12	1	iinkacheqokchedyqokam
f1	12	2	qokroiindodyrodokyom
f1	12	3	okiintaqokreshollodadesh
f1	12	4	ldadedylosoteaiinsain
f1	12	5	doiinsatochekocheraen
f1	12	6	chrotecholalkychorqokiinto
f1	12	7	lchorshorkaorresholchollaordyed
f1	12	8	dedolekyiinsholaiinorshoraliir
f1	12	9	dosatoiirledelotyedy
f1	12	10	tiirdoalchordytoreum
f1	12	11	yreledyshorloshorory
f1	12	12	oraiinresochortysholshe
f1	12	13	tychorkoarqoklocholollaam
f1	12	14	daaintoiirainkykylealqokdyte
f1	12	15	tochorkyraorroaiintaod
f1	12	16	dtokesatetokadorakyainem
f1	12	17	kketatoiinolshordyain
f1	12	18	okratoainaindydotosheedy
f1	12	19	aiintesadeainteqokchorem
f1	12	20	tokoaiinorkoaindocholom
f1	13	1	artasosholsoreshorkoal
f1	13	2	tedoaintoiinainradedaordy
f1	13	3	qokaindoiinshortealkosholdyeedy
f1	13	4	orlechetyiirdysholtotyshory
f1	13	5	doroteratosarashorkeom
f1	13	6	kelesholqokdashedotyshoror
f1	13	7	sholchorkokeshelaollaol
f1	13	8	shsatydadedyshorcholretealdy
f1	13	9	saiinshorsheiiroldachorkeardete
f1	13	10	lksaraainsorasoainain
f1	13	11	lkkycholalshorchortosaro
f1	13	12	oktarosakedykedechorreqokid
f1	13	13	ykleainoliiraiinorqokum
f1	13	14	ykdosholchorraredokytalo
f1	13	15	doroalalshorshorshordaid
f1	13	16	doratekeqokainkyrealreid
f1	13	17	cholkekysoshekodedete
f1	13	18	iinordeledokyroedyaiin
f1	13	19	dotasocholkaolsholdekareorto
f1	13	20	ainaiinaiincholdyqokloedy
f1	14	1	solokarearshedysoteor
f1	14	2	totooltychordasherachololon
f1	14	3	iiniirkyrokashecheke
f1	14	4	otydekylaratolotyaiin
f1	14	5	dechekasodadeshorkeain
f1	14	6	kdeaiinaltadycholredoorim
f1	14	7	sroreraqokaiinkoiinsake
f1	14	8	taindashorkeortyainkoin
f1	14	9	tkosotydaloarkecholsholketo
f1	14	10	darocholaloraiinkoroloalan
f1	14	11	orkoaindocholchelekyiirololon
f1	14	12	lalarelakeracheqoken
f1	14	13	otaaiinshechedyiintodeorto
f1	14	14	dyqokdedalotatakoumor
f1	14	15	soaiinolresheiiniinoriirsheor
f1	14	16	qtysacholcholshorshecholarrolesh
f1	14	17	ykchederoshortakyorrool
f1	14	18	otarshorteaiinaiintytaaiintoaiin
f1	14	19	sokekodychechechorarteedy
f1	14	20	shortyiinlodatyloadain
f1	15	1	sodolaarshorqokcheorolid
f1	15	2	ksokoainarrereloamke
f1	15	3	arorchololshorrokeleam
f1	15	4	orketearroleqokimdoche
f1	15	5	kotatashorladyketoim
f1	15	6	okolkaketeolsholteeedy
f1	15	7	kaiinraredychorloomle
f1	15	8	sodoartesheshorreroqokchechorem
f1	15	9	chkosocholiinlokokesolearum
f1	15	10	pdatasoshorqokolteorroem
f1	15	11	otiirloaiinkoshorroqokarleloto
f1	15	12	sotachollakekaainainal
f1	15	13	frodykyrekodaleororroid
f1	15	14	doiiraiiniirdatoorainkaim
f1	15	15	otkerosadalachetashorshey
f1	15	16	sholdatyalcholdaiirsaqokiir
f1	15	17	kedykadacholrararodocholchear
f1	15	18	tysosaaiinaiindaleainsholor
f1	15	19	raqoklakytyorolainche
f1	15	20	ykaldocholdetetosholeedy
f1	16	1	ykaolrosasarechoridiir
f1	16	2	pdaiirtakecheartoledy
f1	16	3	tedoraarratysadatoso
f1	16	4	tyqokdaaiindokachorshorolsasaedy
f1	16	5	chshoriirsalasholalshelokoqoky
f1	16	6	lkiintyroralerelaamar
f1	16	7	qosholtokashordadechoriir
f1	16	8	dolsaiinorresadaaldeso
f1	16	9	ykqokcheresachordeiirid
f1	16	10	rokaalolainiintyaiinum
f1	16	11	losholdasholtyshoraiinte
f1	16	12	ordyshordasholaiindoteleum
f1	16	13	ykdolaolchedodyiinlakyal
f1	16	14	ploletodeteshorainchorkyorar
f1	16	15	qoshekashereiirqoktysh
f1	16	16	ykreiindaorlokakachorredy
f1	16	17	dyleolainalketoqokiinin
f1	16	18	lqokiirtasorakeloqokim
f1	16	19	ksaainrarasosholtatyra
f1	16	20	detotekechekaorleoliinim
f1	17	1	ykolsoariinrokoarkete
f1	17	2	dyshedyqokorolorkaqokalcholor
f1	17	3	dedachoriirlekekeoliin
f1	17	4	yolkolosholiinraraorshorto
f1	17	5	alshorainkeqoksakaarchorkeid
f1	17	6	otarosoqoktalaiinkeratoen
f1	17	7	laortykeiinchordashro
f1	17	8	otaartacheraiirdoolal
f1	17	9	lksalasokyreiirrokeainsh
f1	17	10	treorariinleolshoriirkaeedy
f1	17	11	olrachechoralkelaain
f1	17	12	orraretadacholaintear
f1	17	13	aiinqokkataiinolqoksodyor
f1	17	14	ktorereaiintachesholchordatoad
f1	17	15	shrechetyainrokashorsholkadaol
f1	17	16	satylerakedykololoed
f1	17	17	otsholraiiniindorototasaad
f1	17	18	srekosholainkedotoom
f1	17	19	shaiindydytyiiriinaiindytoalol
f1	17	20	chesaqokkesodotekyteain
f1	18	1	reiinorcholtalakesaqokam
f1	18	2	loartalodochecheiirol
f1	18	3	lktydykykekosoainteiin
f1	18	4	sorekyleainoriinshorkysh
f1	18	5	daalalkecheainroteor
f1	18	6	tedetycholreshorolcholiirte
f1	18	7	lekotysosotytooltoaiin
f1	18	8	ytodokatelechorradaloal
f1	18	9	roresholchorolkoiindodoan
f1	18	10	delesotaleroolainsheorum
f1	18	11	orolreshorshorsholkecholsheto
f1	18	12	shortyalchorradeiinaiin
f1	18	13	optaolsheqoktodokelo
f1	18	14	korsaainlolatasadetokeod
f1	18	15	trotyaldechechetaortosh
f1	18	16	sodecheladaiinchesoaiinrolaor
f1	18	17	raiintychorladytakydasaiin
f1	18	18	qoordaarlolekyteaiinal
f1	18	19	dshordakyorlecheiinchorte
f1	18	20	dotesoloqokkochoralcholkyedy
f1	19	1	ytyracheardyraledyyaiin
f1	19	2	olkeradedoolqoktaarim
f1	19	3	liirardyladocheolomar
f1	19	4	teqokkealsochordyolum
f1	19	5	oktoalsashororteiinsh
f1	19	6	leaiinsheratoortyqoktesh
f1	19	7	soainsatodolokyolsholiir
f1	19	8	lklochekaraainshesodydoum
f1	19	9	aiintatealdadorodoarshoredy
f1	19	10	opqokaiinshorteaiinshorqokrato
f1	19	11	lksoiinsholcheiirtechorim
f1	19	12	docholkytaqoksholdesholiirtaen
f1	19	13	daaiintadyainroshortoloiin
f1	19	14	ainrekakoolsaletodoso
f1	19	15	kydysaiirratysolelerey
f1	19	16	taordechedeiiniirdyky
f1	19	17	shorqoklotoalortysoin
f1	19	18	treiirsholdokeaintean
f1	19	19	deqokrachorcholkotoiin
f1	19	20	otcheracholdetaqokdosaeedy
f1	20	1	kecholrelekachoriinladaal
f1	20	2	orcholretychorrekalaororkete
f1	20	3	shdysholkyladochorarroedy
f1	20	4	rdeoltolealleqokiinaiin
f1	20	5	ykarcholdyaldachekool
f1	20	6	tokoiirsaiiriirsatash
f1	20	7	ykrataqoktyolcholdaan
f1	20	8	okchesholrakysoshorshedaraiin
f1	20	9	oltesachorainaiinkalosheqokto
f1	20	10	soolshetototodedykakycholid
f1	20	11	diinalkoreorchorrataiinom
f1	20	12	tlesaoriirorsaaiinordeid
f1	20	13	opaloldosholsaaraindoalsheid
f1	20	14	delekyalaiinshororainshekyem
f1	20	15	keshetochorkeorkakesoam
f1	20	16	opaiiniinqokrochekyroiinar
f1	20	17	ainletedolodylayrado
f1	20	18	qleloqokdytasareqokra
f1	20	19	okdalerededaloollayta
f1	20	20	lechorkaarainsaorrerodoor
f1	21	1	shchortydoolarchorarlesochoram
f1	21	2	raraqokolkoalolalanchol
f1	21	3	tdaainaroraiinchetychelotesh
f1	21	4	dyiirkelorolechorchedykysh
f1	21	5	cholainalcholtoqokalqokad
f1	21	6	pcholshorroainoldaain
f1	21	7	qokchordedosorashollasholal
f1	21	8	ktarotaiiriircholshortachoran
f1	21	9	sdotytatoortetateteainin
f1	21	10	chearsheloariirroroedy
f1	21	11	chaiindatysholdedekaon
f1	21	12	presheainaiinkokokekeqokte
f1	21	13	kolorocholtadedosasheiireedy
f1	21	14	sholalkyshekorasaolraol
f1	21	15	doqokkyrochortedysoleaiin
f1	21	16	tarsoqokaiinchorlekasheid
f1	21	17	shketadedoalshortaoriiriir
f1	21	18	otdeqokchorkoloqokshorum
f1	21	19	deiirdoaiinaiindakyon
f1	21	20	otalolkyarchekashoriirsaeedy
f1	22	1	solsholdekosalecholorid
f1	22	2	olcholchorlareainletodekoaiinum
f1	22	3	loorchorloshorlodean
f1	22	4	iiniinaltysoreainkodoloedy
f1	22	5	rlooldatoorkashorreshordoedy
f1	22	6	rerodydyolkerasholkoiirom
f1	22	7	kysadyainsholtearlodoshoror
f1	22	8	deshorradotecholchoriirid
f1	22	9	oallesadaraleaiiniireedy
f1	22	10	ttochorchekareordacholsocholsh
f1	22	11	ardashedylaredoraresh
f1	22	12	yoraiinrasoroaldaororchedy
f1	22	13	soorchororrololaainlokalaiir
f1	22	14	kelachetedykakyrosay
f1	22	15	soarkechoraltakylotachorem
f1	22	16	tosadecholkosachekeid
f1	22	17	ptodadaolqokdetycholkeolum
f1	22	18	datechororkasholkyem
f1	22	19	lkarainallesoaintyin
f1	22	20	qchoralalteroradyleolen
f1	23	1	tyarcholollorekeensa
f1	23	2	datyaltalachedaleradotay
f1	23	3	rkykokykyshortyrelodyaiinum
f1	23	4	ychechesholcheroshortashorleen
f1	23	5	shshechorcholiirararchoral
f1	23	6	yaintydaloshollokyan
f1	23	7	tyolsholkycholrarakocholad
f1	23	8	tyteaiinreainteshoraliin
f1	23	9	oltyshorqoksholsholtyleshetealdy
f1	23	10	kyalkorechekatekelareon
f1	23	11	saiincherakearsatoko
f1	23	12	dechorsosakochorlodaor
f1	23	13	daderashortotechorleaiinar
f1	23	14	terasholsadetesalesheqokkood
f1	23	15	ariirtalosaaliinsholqokaldy
f1	23	16	qorcheaincholdeshorlooledy
f1	23	17	arteiinsholaiinlakoen
f1	23	18	fsaordoiirqokainkoain
f1	23	19	dosoolledyqokorshorrady
f1	23	20	checheainchordarokear
f1	24	1	krodyainqokaintechordetoroin
f1	24	2	olsakaiinloiirkycholaiinarum
f1	24	3	teainolqokcholsodaiirlatyod
f1	24	4	qokshorcholsaainolshetekaarin
f1	24	5	roaiindoiinardoiinshordyed
f1	24	6	keketechollaaliirloedy
f1	24	7	shkyaiinkoorqokcholkyorariir
f1	24	8	pdaololiinchorrotatear
f1	24	9	kocheladydydolaiinalchey
f1	24	10	tolatarekeshorletesh
f1	24	11	iirortodadychorshekedeoled
f1	24	12	dloorreainsolochesholrakoaiin
f1	24	13	kchorkocholkasocholarraem
f1	24	14	lsholiirorkodysaarkeon
f1	24	15	chdotokykalakycholsholiir
f1	24	16	otsasadalesosholaiinlochorchoror
f1	24	17	qoolkyaraltealiirimshe
f1	24	18	optoroleshedaaiinsholsheiintaiin
f1	24	19	ftalelodeordeoltyiinkeaiin
f1	24	20	altodaloololsaoralol
f1	25	1	qorletysoainiirqokdotoiir
f1	25	2	dyarshereteallodoalche
f1	25	3	pkedaallekoarkeqokorol
f1	25	4	deletochordocholaiintaiinon
f1	25	5	dsalechorkareaiinteem
f1	25	6	okreallasorasochedatoiir
f1	25	7	iirleroledaollaiinor
f1	25	8	aliirdeketakosholrachor
f1	25	9	kainlooraiinainradateqokdeaiin
f1	25	10	koshechealtydekeardate
f1	25	11	shearkytesholsokelaim
f1	25	12	otkashetyolcholaldoloory
f1	25	13	docholdadatasholkaaiinainshoror
f1	25	14	fkysoshorsatoalcheortaon
f1	25	15	pshoriiralkaiinaiintasaan
f1	25	16	rolosholarorshekeanso
f1	25	17	tyaindesheariinoraliindeal
f1	25	18	arsholshekelaqokaiinshorqokkate
f1	25	19	lksholdecheshorariiraiinedy
f1	25	20	yktotoolkadykasholshorchean
f1	26	1	ssacheshoriirkakesoainol
f1	26	2	rlaiirkaiinroardoarloarte
f1	26	3	qokchordotearradalodead
f1	26	4	dolaaiinsholkesoaincheteshorto
f1	26	5	oralrereshorolsholso
f1	26	6	deiinlatekykyretoemre
f1	26	7	alloshorartyteteiinoren
f1	26	8	qosheainradoaldeshorsholtatear
f1	26	9	sokatysakosasasheqoklaareedy
f1	26	10	loqokqokaindeoltelaordete
f1	26	11	sakekeolkacholretyteraedy
f1	26	12	docholsheqokorsotoshekoiin
f1	26	13	rtocholdydydydechorsholdeardy
f1	26	14	qlakarokyshekeshedoraraol
f1	26	15	iirkotekakooldeiinaiin
f1	26	16	qodatycholdereiinchorshorain
f1	26	17	toiirtosholdekadelasadoaiinain
f1	26	18	koshetaainteiirlokysaed
f1	26	19	choltaaiinsoloaldyaldelaed
f1	26	20	iirrokydaoltydyolalaiin
f1	27	1	ttelalaqokaiinolkyorshetyain
f1	27	2	yteshecholchordodeshol
f1	27	3	lreordyarkaartaomtaty
f1	27	4	orardokoradylaiiralar
f1	27	5	rotycholtesasoardosalain
f1	27	6	sokesodesheqokcholdyam
f1	27	7	lsadyleracheretyaddy
f1	27	8	dydoroqokkychortekerokolaad
f1	27	9	dykasholtorodoloshecholainod
f1	27	10	oaiindedochoraroldytaorroeedy
f1	27	11	opaindodaaiinchorrosoainread
f1	27	12	shesheiinchorloaiintyolem
f1	27	13	lkchorsoolarchetalalote
f1	27	14	chkydateraorlaiiriir
f1	27	15	shainroalshedatydyledysoim
f1	27	16	oordoreiirralatysholshorcholin
f1	27	17	rchetykaraderesoidqok
f1	27	18	lkkatekoloorchordotaain
f1	27	19	qtekysoladatytytaidol
f1	27	20	solecholaiinalcholiinainqokor
f1	28	1	arteqokletotelotearaledy
f1	28	2	solkakyiirchetaainro
f1	28	3	sokoshedaarresoshoral
f1	28	4	kolokychekoqokledooriircholaiin
f1	28	5	okrachorretyaindyreed
f1	28	6	dadaalardeteladeortoshorto
f1	28	7	tykekylachorlasoainlalachoreedy
f1	28	8	altetatachordalolaod
f1	28	9	ykdedytaladacholsholqokto
f1	28	10	oltytotychorkashearloainainy
f1	28	11	tloletykoainiirainchortyol
f1	28	12	drearcheolkeloreente
f1	28	13	ldechorororcheaiinarsheaiinsheim
f1	28	14	tesaaiinchordeloalkelashearal
f1	28	15	tekesheledyaiindarecholkoim
f1	28	16	rotedaqokteretekateiinto
f1	28	17	fkyrokeartetoledyolda
f1	28	18	toleiinkaiinkoloordara
f1	28	19	keoliirdachorkeorainaiinte
f1	28	20	dodedyiircholshetotytoolainid
f1	29	1	qolaariinariintetykotoon
f1	29	2	alkashorcholleloarshorshory
f1	29	3	dyiirsooldalekateolal
f1	29	4	paraiinlerochedykekoor
f1	29	5	lsodyaltaroiinorlaroroed
f1	29	6	llealchetasholchorkoon
f1	29	7	okqokalcholtadarorededotoain
f1	29	8	releiirsaletoreaiinedy
f1	29	9	portasadaiirchorkadetakoor
f1	29	10	lkdelakaarcholsotykay
f1	29	11	ledechelokodysaintode
f1	29	12	optadyshordotaaiinsoloshoralad
f1	29	13	orlaorkeiirlesholsoam
f1	29	14	detelaleteroolalkaoriir
f1	29	15	otlokeqokolsoarroarom
f1	29	16	yksodesodedateshealro
f1	29	17	tiiraintecheartosholqokroaiin
f1	29	18	pkeororkalolelealdochorum
f1	29	19	darekosaqoklekychorolom
f1	29	20	tchoraiinsacholtaaiinkedy
f1	30	1	ykyiirdylechorsadoyte
f1	30	2	kolaainroshetadoedyar
f1	30	3	daalaintychoralderoy
f1	30	4	fshecholderashordoalroain
f1	30	5	otaiindydytekakaraky
f1	30	6	kosholkesheroiinshekyshordyoriin
f1	30	7	chsosaoldysalaleqokiir
f1	30	8	olchecholkekytyratoiirto
f1	30	9	dydechorrearorkylato
f1	30	10	kotylekydydokoiirloko
f1	30	11	opkechecheainrotereod
f1	30	12	sasheleartoratoadche
f1	30	13	llecheiinshekytoaiinchorim
f1	30	14	ketesoqokkyteiircheaiin
f1	30	15	otkateolaiinainsholorsholorom
f1	30	16	aiinshesatylochelacholdoiin
f1	30	17	kosotaqokiincholkyrosaledoar
f1	30	18	dlasholdyaiinolkodesholol
f1	30	19	kykotydyshorkedykoad
f1	30	20	teleshorlearchorcholqokid
f2	1	1	orchollecholdelasholy
f2	1	2	sreshorroiincheloralolashorum
f2	1	3	takoaiinshorshorchesholaiinorkaiin
f2	1	4	tydyorqokcholordelaka
f2	1	5	saalalkedekodasocheum
f2	1	6	okkachollatoaiinaiinaiinsholum
f2	1	7	kokoderokoolshorloqoktedy
f2	1	8	keiirdykekoraiirreainchesoedy
f2	1	9	otdaleaiinsoqoksheaiinaiinin
f2	1	10	kodyainaiinsheaintyshorum
f2	1	11	otiirdelodysosooltalaedy
f2	1	12	opaiinsarasodoladyqokom
f2	1	13	sdodycholkyorkateiirod
f2	1	14	qokarakasotetaloainedy
f2	1	15	tokekyreqokiiriinaiinledyreiin
f2	1	16	sotychororchordaletaom
f2	1	17	plelolarosotedokyrashein
f2	1	18	qochordakakasachorkyiinshoredy
f2	1	19	shaiinkotydekyaiinorsatyaiin
f2	1	20	rrechekekaalreiiniiniirkeom
f2	2	1	lokochordoaiinlaroiirleledy
f2	2	2	opchetetokoiinrolaresaom
f2	2	3	qalkoreraiirresholsate
f2	2	4	tychorolshorainqoktesheainaiinam
f2	2	5	ketashollocholsotacheoldoiin
f2	2	6	otsarokesholraiiroriirad
f2	2	7	oldeaiinkalokyaiinchealleam
f2	2	8	teteloloqokchordalotodead
f2	2	9	rodyainlaloraainshory
f2	2	10	dysadasholiirteroarsosholto
f2	2	11	roleoltyiirkaqokloshean
f2	2	12	kokoreaiinreqokchetyarordoiir
f2	2	13	qodyleorkekyololemshor
f2	2	14	otolsholchekyalletoainiirqoksh
f2	2	15	okradelecholchecholrain
f2	2	16	techorsheroshechekoaiinsholid
f2	2	17	dyqokrokashordodoaiiniir
f2	2	18	kyiiniirshortodoaincheeedy
f2	2	19	chiinsholkysoqoksholiirrodete
f2	2	20	dyshordoraorkoaindokesholem
f2	3	1	rakaiinkacheiinsheardedyon
f2	3	2	ororsotedaaiinalraydy
f2	3	3	koorkydoqoktarodasheiineedy
f2	3	4	chdyiinratadoainleedy
